alpine_url;arch;bdate;branch;description;license;maintainer;name;pkg_url;repo;version
https://www.kde.org/applications/multimedia/;armv7;2019-07-12 14:29:54;edge;KDE CDDB library (development files);LGPL-2.0-or-later AND GPL-2.0-or-later;Bart Ribbers;libkcddb-dev;/package/edge/testing/armv7/libkcddb-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:28:09;edge;Personal alarm scheduler;GPL-2.0-or-later AND GFDL-1.2-only;Bart Ribbers;kalarm;/package/edge/testing/armv7/kalarm;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:28:08;edge;Languages for package kalarm;GPL-2.0-or-later AND GFDL-1.2-only;Bart Ribbers;kalarm-lang;/package/edge/testing/armv7/kalarm-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:28:08;edge;Personal alarm scheduler (documentation);GPL-2.0-or-later AND GFDL-1.2-only;Bart Ribbers;kalarm-doc;/package/edge/testing/armv7/kalarm-doc;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:26:38;edge;Languages for package mailcommon;GPL-2.0-or-later;Bart Ribbers;mailcommon-lang;/package/edge/testing/armv7/mailcommon-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:26:38;edge;KDE PIM library providing support for mail applications;GPL-2.0-or-later;Bart Ribbers;mailcommon;/package/edge/testing/armv7/mailcommon;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:26:37;edge;KDE PIM library providing support for mail applications (development files);GPL-2.0-or-later;Bart Ribbers;mailcommon-dev;/package/edge/testing/armv7/mailcommon-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:24:29;edge;Languages for package messagelib;LGPL-2.0-only OR LGPL-3.0-only AND GPL-2.0-or-later;Bart Ribbers;messagelib-lang;/package/edge/testing/armv7/messagelib-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:24:29;edge;KDE PIM messaging library;LGPL-2.0-only OR LGPL-3.0-only AND GPL-2.0-or-later;Bart Ribbers;messagelib;/package/edge/testing/armv7/messagelib;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:24:28;edge;KDE PIM messaging library (development files);LGPL-2.0-only OR LGPL-3.0-only AND GPL-2.0-or-later;Bart Ribbers;messagelib-dev;/package/edge/testing/armv7/messagelib-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:21:58;edge;KDE PIM library providing Gravatar support (development files);LGPL-2.0-or-later;Bart Ribbers;libgravatar-dev;/package/edge/testing/armv7/libgravatar-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:21:58;edge;KDE PIM library providing Gravatar support;LGPL-2.0-or-later;Bart Ribbers;libgravatar;/package/edge/testing/armv7/libgravatar;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:21:58;edge;Languages for package libgravatar;LGPL-2.0-or-later;Bart Ribbers;libgravatar-lang;/package/edge/testing/armv7/libgravatar-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:21:16;edge;KDE PIM library providing support for mail applications;GPL-2.0-or-later;Bart Ribbers;mailimporter;/package/edge/testing/armv7/mailimporter;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:21:16;edge;KDE PIM library providing support for mail applications (development files);GPL-2.0-or-later;Bart Ribbers;mailimporter-dev;/package/edge/testing/armv7/mailimporter-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:21:16;edge;Languages for package mailimporter;GPL-2.0-or-later;Bart Ribbers;mailimporter-lang;/package/edge/testing/armv7/mailimporter-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:20:22;edge;Languages for package kalarmcal;LGPL-2.0-or-later;Bart Ribbers;kalarmcal-lang;/package/edge/testing/armv7/kalarmcal-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:20:22;edge;The KAlarm client library (development files);LGPL-2.0-or-later;Bart Ribbers;kalarmcal-dev;/package/edge/testing/armv7/kalarmcal-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:20:22;edge;The KAlarm client library;LGPL-2.0-or-later;Bart Ribbers;kalarmcal;/package/edge/testing/armv7/kalarmcal;testing;19.04.3-r0
https://kde.org/applications/utilities/org.kde.kmousetool;armv7;2019-07-12 14:19:03;edge;A program that clicks the mouse for you;GPL-2.0-or-later AND GFDL-1.2-only;Bart Ribbers;kmousetool;/package/edge/testing/armv7/kmousetool;testing;19.04.3-r0
https://kde.org/applications/utilities/org.kde.kmousetool;armv7;2019-07-12 14:19:03;edge;A program that clicks the mouse for you (documentation);GPL-2.0-or-later AND GFDL-1.2-only;Bart Ribbers;kmousetool-doc;/package/edge/testing/armv7/kmousetool-doc;testing;19.04.3-r0
https://kde.org/applications/utilities/org.kde.kmousetool;armv7;2019-07-12 14:19:03;edge;Languages for package kmousetool;GPL-2.0-or-later AND GFDL-1.2-only;Bart Ribbers;kmousetool-lang;/package/edge/testing/armv7/kmousetool-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:18:41;edge;Library for accessing mail storages in MBox format (development files);LGPL-2.0-or-later;Bart Ribbers;kmbox-dev;/package/edge/testing/armv7/kmbox-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:18:41;edge;Library for accessing mail storages in MBox format;LGPL-2.0-or-later;Bart Ribbers;kmbox;/package/edge/testing/armv7/kmbox;testing;19.04.3-r0
https://kde.org/applications/utilities/org.kde.kmouth;armv7;2019-07-12 14:16:44;edge;Languages for package kmouth;GPL-2.0-or-later;Bart Ribbers;kmouth-lang;/package/edge/testing/armv7/kmouth-lang;testing;19.04.3-r0
https://kde.org/applications/utilities/org.kde.kmouth;armv7;2019-07-12 14:16:44;edge;Speech Synthesizer Frontend;GPL-2.0-or-later;Bart Ribbers;kmouth;/package/edge/testing/armv7/kmouth;testing;19.04.3-r0
https://kde.org/applications/utilities/org.kde.kmouth;armv7;2019-07-12 14:16:44;edge;Speech Synthesizer Frontend (documentation);GPL-2.0-or-later;Bart Ribbers;kmouth-doc;/package/edge/testing/armv7/kmouth-doc;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:16:10;edge;Languages for package eventviews;GPL-2.0-or-later;Bart Ribbers;eventviews-lang;/package/edge/testing/armv7/eventviews-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:16:10;edge;Library for creating events (development files);GPL-2.0-or-later;Bart Ribbers;eventviews-dev;/package/edge/testing/armv7/eventviews-dev;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:16:10;edge;Library for creating events;GPL-2.0-or-later;Bart Ribbers;eventviews;/package/edge/testing/armv7/eventviews;testing;19.04.3-r0
https://kontact.kde.org;armv7;2019-07-12 14:15:00;edge;Library providing calendar support;GPL-2.0-or-later AND LGPL-2.0-or-later;Bart Ribbers;calendarsupport;/package/edge/testing/armv7/calendarsupport;testing;19.04.3-r0
https://kontact.kde.org;armv7;2019-07-12 14:14:59;edge;Library providing calendar support (development files);GPL-2.0-or-later AND LGPL-2.0-or-later;Bart Ribbers;calendarsupport-dev;/package/edge/testing/armv7/calendarsupport-dev;testing;19.04.3-r0
https://kontact.kde.org;armv7;2019-07-12 14:14:59;edge;Languages for package calendarsupport;GPL-2.0-or-later AND LGPL-2.0-or-later;Bart Ribbers;calendarsupport-lang;/package/edge/testing/armv7/calendarsupport-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:14:03;edge;Languages for package kdepim-apps-libs;GPL-2.0-or-later AND LGPL-2.o-or-later;Bart Ribbers;kdepim-apps-libs-lang;/package/edge/testing/armv7/kdepim-apps-libs-lang;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:14:03;edge;KDE PIM mail related libraries;GPL-2.0-or-later AND LGPL-2.o-or-later;Bart Ribbers;kdepim-apps-libs;/package/edge/testing/armv7/kdepim-apps-libs;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:14:02;edge;KDE PIM mail related libraries (development files);GPL-2.0-or-later AND LGPL-2.o-or-later;Bart Ribbers;kdepim-apps-libs-dev;/package/edge/testing/armv7/kdepim-apps-libs-dev;testing;19.04.3-r0
https://kontact.kde.org;armv7;2019-07-12 14:13:06;edge;Languages for package libkleo;GPL-2.0-or-later;Bart Ribbers;libkleo-lang;/package/edge/testing/armv7/libkleo-lang;testing;19.04.3-r0
https://kontact.kde.org;armv7;2019-07-12 14:13:06;edge;KDE PIM cryptographic library (development files);GPL-2.0-or-later;Bart Ribbers;libkleo-dev;/package/edge/testing/armv7/libkleo-dev;testing;19.04.3-r0
https://kontact.kde.org;armv7;2019-07-12 14:13:06;edge;KDE PIM cryptographic library;GPL-2.0-or-later;Bart Ribbers;libkleo;/package/edge/testing/armv7/libkleo;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:12:06;edge;KDE PIM mail related libraries;GPL-2.0-or-later AND LGPL-2.1-or-later;Bart Ribbers;grantleetheme;/package/edge/testing/armv7/grantleetheme;testing;19.04.3-r0
https://kontact.kde.org/;armv7;2019-07-12 14:12:06;edge;Languages for package grantleetheme;GPL-2.0-or-later AND LGPL-2.1-or-later;Bart Ribbers;grantleetheme-lang;/package/edge/testing/armv7/grantleetheme-lang;testing;19.04.3-r0
https://github.com/martanne/vis;armv7;2018-11-06 05:29:32;edge;Modern, legacy free, simple yet efficient vim-like editor;ISC;Sören Tempel;vis;/package/edge/community/armv7/vis;community;0.5-r0
https://github.com/martanne/vis;armv7;2018-11-06 05:29:31;edge;Modern, legacy free, simple yet efficient vim-like editor (documentation);ISC;Sören Tempel;vis-doc;/package/edge/community/armv7/vis-doc;community;0.5-r0
https://github.com/w8tvi/dircproxy;armv7;2018-11-06 05:17:58;edge;IRC proxy server designed for people who use IRC from lots of different workstations or clients;GPL;Natanael Copa;dircproxy;/package/edge/community/armv7/dircproxy;community;1.2.0_rc-r1
https://github.com/w8tvi/dircproxy;armv7;2018-11-06 05:17:57;edge;IRC proxy server designed for people who use IRC from lots of different workstations or clients (documentation);GPL;Natanael Copa;dircproxy-doc;/package/edge/community/armv7/dircproxy-doc;community;1.2.0_rc-r1
https://github.com/byt3bl33d3r/CrackMapExec;armv7;2018-11-06 05:16:28;edge;A swiss army knife for pentesting Windows/Active Directory environments;custom;Francesco Colista;crackmapexec;/package/edge/community/armv7/crackmapexec;community;3.1.5-r2
https://github.com/byt3bl33d3r/CrackMapExec;armv7;2018-11-06 05:16:27;edge;A swiss army knife for pentesting Windows/Active Directory environments (documentation);custom;Francesco Colista;crackmapexec-doc;/package/edge/community/armv7/crackmapexec-doc;community;3.1.5-r2
http://code.google.com/p/impacket/;armv7;2018-11-06 05:10:13;edge;A collection of Python classes providing access to network packets;Apache-2.0;Fabian Affolter;py-impacket;/package/edge/community/armv7/py-impacket;community;0.9.15-r1
http://code.google.com/p/impacket/;armv7;2018-11-06 05:10:12;edge;A collection of Python classes providing access to network packets;Apache-2.0;Fabian Affolter;py-impacket-doc;/package/edge/community/armv7/py-impacket-doc;community;0.9.15-r1
http://code.google.com/p/impacket/;armv7;2018-11-06 05:10:11;edge;A collection of Python classes providing access to network packets - python2;Apache-2.0;Fabian Affolter;py2-impacket;/package/edge/community/armv7/py2-impacket;community;0.9.15-r1
https://potassco.org/;armv7;2018-11-06 05:07:28;edge;Answer set solver for (extended) normal logic programs;LGPL-3.0;Anil Madhavapeddy;clasp;/package/edge/community/armv7/clasp;community;3.1.3-r1
https://potassco.org/;armv7;2018-11-06 05:07:15;edge;Grounder to translate user-provided logic programs;LGPL-3.0;Anil Madhavapeddy;gringo;/package/edge/community/armv7/gringo;community;4.5.4-r1
https://github.com/badaix/popl;armv7;2018-11-06 05:00:04;edge;Header-only C++ program options parser library;MIT;Roberto Oliveira;popl;/package/edge/community/armv7/popl;community;1.2.0-r0
https://2ndquadrant.com/en/resources/pglogical/;armv7;2018-11-06 04:56:59;edge;Logical Replication extension for PostgreSQL;PostgreSQL;Jakub Jirutka;postgresql-pglogical;/package/edge/community/armv7/postgresql-pglogical;community;2.2.1-r0
https://pygraphviz.github.io/;armv7;2018-11-06 04:55:12;edge;Python interface to Graphviz;BSD;Stuart Cardall;py-pygraphviz;/package/edge/community/armv7/py-pygraphviz;community;1.3-r0
https://pygraphviz.github.io/;armv7;2018-11-06 04:55:10;edge;Python interface to Graphviz (documentation);BSD;Stuart Cardall;py-pygraphviz-doc;/package/edge/community/armv7/py-pygraphviz-doc;community;1.3-r0
http://humdi.net/vnstat;armv7;2018-11-06 04:54:57;edge;Console-based network traffic monitor;GPL-2.0-or-later;Jakub Jirutka;vnstat;/package/edge/community/armv7/vnstat;community;1.18-r0
http://humdi.net/vnstat;armv7;2018-11-06 04:54:56;edge;Console-based network traffic monitor (documentation);GPL-2.0-or-later;Jakub Jirutka;vnstat-doc;/package/edge/community/armv7/vnstat-doc;community;1.18-r0
https://bucardo.org/wiki/Check_postgres;armv7;2018-11-06 04:54:14;edge;PostgreSQL monitoring script;BSD;G.J.R. Timmer;check_postgres;/package/edge/community/armv7/check_postgres;community;2.24.0-r0
https://bucardo.org/wiki/Check_postgres;armv7;2018-11-06 04:54:14;edge;PostgreSQL monitoring script (documentation);BSD;G.J.R. Timmer;check_postgres-doc;/package/edge/community/armv7/check_postgres-doc;community;2.24.0-r0
https://www.xiph.org/vorbis/;armv7;2018-11-06 04:50:23;edge;Extra tools for Ogg-Vorbis;GPL-2.0;Francesco Colista;vorbis-tools;/package/edge/community/armv7/vorbis-tools;community;1.4.0-r0
https://www.xiph.org/vorbis/;armv7;2018-11-06 04:50:22;edge;Languages for package vorbis-tools;GPL-2.0;Francesco Colista;vorbis-tools-lang;/package/edge/community/armv7/vorbis-tools-lang;community;1.4.0-r0
https://www.xiph.org/vorbis/;armv7;2018-11-06 04:50:20;edge;Extra tools for Ogg-Vorbis (documentation);GPL-2.0;Francesco Colista;vorbis-tools-doc;/package/edge/community/armv7/vorbis-tools-doc;community;1.4.0-r0
http://www.oberhumer.com/opensource/ucl/;armv7;2018-11-06 04:48:50;edge;Portable lossless data compression library written in ANSI C;GPL-2.0;Mitch Tishmack;ucl;/package/edge/community/armv7/ucl;community;1.03-r1
http://www.oberhumer.com/opensource/ucl/;armv7;2018-11-06 04:48:49;edge;Portable lossless data compression library written in ANSI C (development files);GPL-2.0;Mitch Tishmack;ucl-dev;/package/edge/community/armv7/ucl-dev;community;1.03-r1
http://code.google.com/p/slowaes/;armv7;2018-11-06 04:45:25;edge;Implementation of AES in Python;Apache-2.0;Francesco Colista;py-slowaes;/package/edge/community/armv7/py-slowaes;community;0.1a1-r0
https://github.com/erikogan/wait4ports;armv7;2018-11-06 04:42:55;edge;A small utility to wait for network peer availability.;MPL-2.0;Erik Ogan;wait4ports;/package/edge/community/armv7/wait4ports;community;0.2.3-r0
https://github.com/uoaerg/wavemon;armv7;2018-11-06 04:42:17;edge;Ncurses-based monitoring application for wireless network devices;GPL-2.0-or-later;Fabian Affolter;wavemon;/package/edge/community/armv7/wavemon;community;0.8.2-r0
https://github.com/uoaerg/wavemon;armv7;2018-11-06 04:42:16;edge;Ncurses-based monitoring application for wireless network devices (documentation);GPL-2.0-or-later;Fabian Affolter;wavemon-doc;/package/edge/community/armv7/wavemon-doc;community;0.8.2-r0
https://code.google.com/p/wbar/;armv7;2018-11-06 04:42:03;edge;A simple and customizable quick-launch desktop dock;GPL-2.0;ScrumpyJack;wbar;/package/edge/community/armv7/wbar;community;2.3.4-r1
https://code.google.com/p/wbar/;armv7;2018-11-06 04:42:02;edge;A simple and customizable quick-launch desktop dock (documentation);GPL-2.0;ScrumpyJack;wbar-doc;/package/edge/community/armv7/wbar-doc;community;2.3.4-r1
https://code.google.com/p/wbar/;armv7;2018-11-06 04:42:01;edge;Languages for package wbar;GPL-2.0;ScrumpyJack;wbar-lang;/package/edge/community/armv7/wbar-lang;community;2.3.4-r1
https://rubygems.org/gems/multi_json;armv7;2018-11-06 04:41:44;edge;A gem to provide easy switching between different JSON backends;MIT;Jakub Jirutka;ruby-multi_json;/package/edge/community/armv7/ruby-multi_json;community;1.13.1-r0
http://hunspell.sourceforge.net/;armv7;2018-11-06 04:41:07;edge;Library for high quality hyphenation and justification (development files);GPL-2.0-or-later LGPL-2.0-or-later MPL-1.1;Timo Teräs;hyphen-dev;/package/edge/community/armv7/hyphen-dev;community;2.8.8-r1
http://hunspell.sourceforge.net/;armv7;2018-11-06 04:41:07;edge;Library for high quality hyphenation and justification;GPL-2.0-or-later LGPL-2.0-or-later MPL-1.1;Timo Teräs;hyphen;/package/edge/community/armv7/hyphen;community;2.8.8-r1
http://hunspell.sourceforge.net/;armv7;2018-11-06 04:41:07;edge;English hyphenation rules;GPL-2.0-or-later LGPL-2.0-or-later MPL-1.1;Timo Teräs;hyphen-en;/package/edge/community/armv7/hyphen-en;community;2.8.8-r1
http://www.webalizer.org/;armv7;2018-11-06 04:38:31;edge;A web server log file analysis program producing HTML reports;GPL;Francesco Colista;webalizer;/package/edge/community/armv7/webalizer;community;2.23.08-r4
http://search.cpan.org/dist/MooX-Types-MooseLike/;armv7;2018-11-06 04:32:55;edge;Some Moosish types and a type builder;GPL PerlArtistic;Francesco Colista;perl-moox-types-mooselike;/package/edge/community/armv7/perl-moox-types-mooselike;community;0.29-r1
http://search.cpan.org/dist/MooX-Types-MooseLike/;armv7;2018-11-06 04:32:54;edge;Some Moosish types and a type builder (documentation);GPL PerlArtistic;Francesco Colista;perl-moox-types-mooselike-doc;/package/edge/community/armv7/perl-moox-types-mooselike-doc;community;0.29-r1
http://search.cpan.org/dist/Log-Dispatch-Configurator-Any/;armv7;2018-11-06 04:31:51;edge;Configurator implementation with Config::Any;GPL PerlArtistic;Francesco Colista;perl-log-dispatch-configurator-any;/package/edge/community/armv7/perl-log-dispatch-configurator-any;community;1.122640-r1
http://search.cpan.org/dist/Log-Dispatch-Configurator-Any/;armv7;2018-11-06 04:31:50;edge;Configurator implementation with Config::Any (documentation);GPL PerlArtistic;Francesco Colista;perl-log-dispatch-configurator-any-doc;/package/edge/community/armv7/perl-log-dispatch-configurator-any-doc;community;1.122640-r1
http://search.cpan.org/dist/Config-Any/;armv7;2018-11-06 04:31:02;edge;Load configuration from different file formats, transparently;GPL PerlArtistic;Francesco Colista;perl-config-any;/package/edge/community/armv7/perl-config-any;community;0.32-r0
http://search.cpan.org/dist/Config-Any/;armv7;2018-11-06 04:31:00;edge;Load configuration from different file formats, transparently (documentation);GPL PerlArtistic;Francesco Colista;perl-config-any-doc;/package/edge/community/armv7/perl-config-any-doc;community;0.32-r0
http://darkk.net.ru/redsocks;armv7;2018-11-06 04:30:04;edge;Transparent redirector of any TCP connection to proxy using your firewall;Apache-2.0;Francesco Colista;redsocks;/package/edge/community/armv7/redsocks;community;0.5-r1
http://tagoh.bitbucket.org/liblangtag/index.html;armv7;2018-11-06 04:28:42;edge;Interface library to access/deal with tags for identifying languages;LGPL-3.0;Francesco Colista;liblangtag;/package/edge/community/armv7/liblangtag;community;0.6.2-r0
http://tagoh.bitbucket.org/liblangtag/index.html;armv7;2018-11-06 04:28:41;edge;Interface library to access/deal with tags for identifying languages (documentation);LGPL-3.0;Francesco Colista;liblangtag-doc;/package/edge/community/armv7/liblangtag-doc;community;0.6.2-r0
http://tagoh.bitbucket.org/liblangtag/index.html;armv7;2018-11-06 04:28:40;edge;Interface library to access/deal with tags for identifying languages (development files);LGPL-3.0;Francesco Colista;liblangtag-dev;/package/edge/community/armv7/liblangtag-dev;community;0.6.2-r0
http://www.mbayer.de/html2text/;armv7;2018-11-06 04:27:13;edge;html2text is a command line utility, written in C++, that converts HTML documents into plain text.;GPL;Francesco Colista;html2text;/package/edge/community/armv7/html2text;community;1.3.2a-r0
http://www.mbayer.de/html2text/;armv7;2018-11-06 04:27:12;edge;html2text is a command line utility, written in C++, that converts HTML documents into plain text. (documentation);GPL;Francesco Colista;html2text-doc;/package/edge/community/armv7/html2text-doc;community;1.3.2a-r0
http://diakonos.pist0s.ca/download/;armv7;2018-11-06 04:25:30;edge;A Linux editor for the masses;MIT;Francesco Colista;diakonos;/package/edge/community/armv7/diakonos;community;0.9.4-r0
http://diakonos.pist0s.ca/download/;armv7;2018-11-06 04:25:28;edge;A Linux editor for the masses (documentation);MIT;Francesco Colista;diakonos-doc;/package/edge/community/armv7/diakonos-doc;community;0.9.4-r0
https://plugins.geany.org/;armv7;2019-05-15 17:02:28;edge;Navigate through your source code easily;GPL-3.0-or-later;Natanael Copa;geany-plugins-codenav;/package/edge/community/armv7/geany-plugins-codenav;community;1.35-r0
https://plugins.geany.org/;armv7;2019-05-15 17:02:27;edge;Plugins for Geany (documentation);GPL-3.0-or-later;Natanael Copa;geany-plugins-doc;/package/edge/community/armv7/geany-plugins-doc;community;1.35-r0
https://plugins.geany.org/;armv7;2019-05-15 17:02:27;edge;Miscellaneous Addons for Geany;GPL-3.0-or-later;Natanael Copa;geany-plugins-addons;/package/edge/community/armv7/geany-plugins-addons;community;1.35-r0
https://plugins.geany.org/;armv7;2019-05-15 17:02:27;edge;Highlights all words that match current word;GPL-3.0-or-later;Natanael Copa;geany-plugins-automark;/package/edge/community/armv7/geany-plugins-automark;community;1.35-r0
https://plugins.geany.org/;armv7;2019-05-15 17:02:27;edge;Plugins for Geany (development files);GPL-3.0-or-later;Natanael Copa;geany-plugins-dev;/package/edge/community/armv7/geany-plugins-dev;community;1.35-r0
https://plugins.geany.org/;armv7;2019-05-15 17:02:27;edge;Auto-closing features for Geany;GPL-3.0-or-later;Natanael Copa;geany-plugins-autoclose;/package/edge/community/armv7/geany-plugins-autoclose;community;1.35-r0
http://haikarainen.github.io/light/;armv7;2019-05-14 20:53:30;edge;A program to control backlights and other hardware lights (documentation);GPL-3.0-or-later;Eivind Uggedal;light-doc;/package/edge/testing/armv7/light-doc;testing;1.2-r0
http://haikarainen.github.io/light/;armv7;2019-05-14 20:53:30;edge;A program to control backlights and other hardware lights;GPL-3.0-or-later;Eivind Uggedal;light;/package/edge/testing/armv7/light;testing;1.2-r0
https://iwd.wiki.kernel.org/;armv7;2019-05-14 18:36:24;edge;Internet Wireless Daemon;LGPL-2.1-or-later;Milan P. Stanić;iwd;/package/edge/community/armv7/iwd;community;0.18-r0
https://iwd.wiki.kernel.org/;armv7;2019-05-14 18:36:24;edge;Internet Wireless Daemon (documentation);LGPL-2.1-or-later;Milan P. Stanić;iwd-doc;/package/edge/community/armv7/iwd-doc;community;0.18-r0
https://iwd.wiki.kernel.org/;armv7;2019-05-14 18:36:24;edge;Internet Wireless Daemon (OpenRC init scripts);LGPL-2.1-or-later;Milan P. Stanić;iwd-openrc;/package/edge/community/armv7/iwd-openrc;community;0.18-r0
https://github.com/uncrustify/uncrustify;armv7;2019-05-14 18:28:47;edge;A source code beautifier;GPL-2.0;André Klitzing;uncrustify;/package/edge/community/armv7/uncrustify;community;0.69.0-r0
https://github.com/uncrustify/uncrustify;armv7;2019-05-14 18:28:47;edge;A source code beautifier (documentation);GPL-2.0;André Klitzing;uncrustify-doc;/package/edge/community/armv7/uncrustify-doc;community;0.69.0-r0
https://www.defora.org/os/project/117/makepasswd;armv7;2019-05-14 15:54:48;edge;Generates (pseudo-)random passwords of a desired length (documentation);GPL-3.0;Fabian Affolter;makepasswd-doc;/package/edge/community/armv7/makepasswd-doc;community;0.5.4-r0
https://www.defora.org/os/project/117/makepasswd;armv7;2019-05-14 15:54:48;edge;Generates (pseudo-)random passwords of a desired length;GPL-3.0;Fabian Affolter;makepasswd;/package/edge/community/armv7/makepasswd;community;0.5.4-r0
https://github.com/browserpass/browserpass-native;armv7;2019-05-14 15:46:51;edge;Browser extension for pass;MIT;Rasmus Thomsen;browserpass;/package/edge/testing/armv7/browserpass;testing;3.0.6-r0
https://redo.readthedocs.io/en/latest/;armv7;2019-05-14 13:19:32;edge;Smaller, easier, more powerful, and more reliable than make (documentation);Apache-2.0;Kevin Daudt;redo-doc;/package/edge/community/armv7/redo-doc;community;0.41-r3
https://redo.readthedocs.io/en/latest/;armv7;2019-05-14 13:19:32;edge;Smaller, easier, more powerful, and more reliable than make;Apache-2.0;Kevin Daudt;redo;/package/edge/community/armv7/redo;community;0.41-r3
https://01.org/ell;armv7;2019-05-14 13:09:58;edge;Linux library for embedded development;GPL-2.0-only;Milan P. Stanić;ell;/package/edge/main/armv7/ell;main;0.20-r0
https://01.org/ell;armv7;2019-05-14 13:09:58;edge;Linux library for embedded development (development files);GPL-2.0-only;Milan P. Stanić;ell-dev;/package/edge/main/armv7/ell-dev;main;0.20-r0
http://guake-project.org;armv7;2019-05-14 10:03:23;edge;Drop-down terminal for GNOME;GPL;Francesco Colista;guake;/package/edge/testing/armv7/guake;testing;3.6.3-r0
http://llvm.org/;armv7;2019-05-14 04:53:48;edge;Low Level Virtual Machine compiler system (version 3.9);UOI-NCSA;Jakub Jirutka;llvm3.9;/package/edge/community/armv7/llvm3.9;community;3.9.1-r5
http://llvm.org/;armv7;2019-05-14 04:53:48;edge;Low Level Virtual Machine compiler system (version 3.9) (development files);UOI-NCSA;Jakub Jirutka;llvm3.9-dev;/package/edge/community/armv7/llvm3.9-dev;community;3.9.1-r5
http://llvm.org/;armv7;2019-05-14 04:53:47;edge;LLVM 3.9 static libraries;UOI-NCSA;Jakub Jirutka;llvm3.9-static;/package/edge/community/armv7/llvm3.9-static;community;3.9.1-r5
http://llvm.org/;armv7;2019-05-14 04:53:47;edge;LLVM 3.9 runtime library;UOI-NCSA;Jakub Jirutka;llvm3.9-libs;/package/edge/community/armv7/llvm3.9-libs;community;3.9.1-r5
https://github.com/Kuniwak/vint;armv7;2019-05-13 10:50:34;edge;Fast and Highly Extensible Vim script Language Lint;MIT;Keith Maxwell;vint;/package/edge/testing/armv7/vint;testing;0.3.19-r0
https://github.com/numerodix/ansicolor;armv7;2019-05-13 10:50:17;edge;A library to produce ansi color output, highlighting and diffing;Apache-2.0;Keith Maxwell;py3-ansicolor;/package/edge/testing/armv7/py3-ansicolor;testing;0.2.4-r0
https://github.com/lepture/python-livereload;armv7;2019-05-13 09:13:25;edge;livereload server in python;BSD-3-Clause;Francesco Colista;py3-livereload;/package/edge/community/armv7/py3-livereload;community;2.6.1-r0
http://search.cpan.org/dist/Net-DNS-SEC/;armv7;2019-05-13 08:49:51;edge;DNSSEC extensions to Net::DNS (documentation);MIT;Francesco Colista;perl-net-dns-sec-doc;/package/edge/community/armv7/perl-net-dns-sec-doc;community;1.13-r0
http://search.cpan.org/dist/Net-DNS-SEC/;armv7;2019-05-13 08:49:51;edge;DNSSEC extensions to Net::DNS;MIT;Francesco Colista;perl-net-dns-sec;/package/edge/community/armv7/perl-net-dns-sec;community;1.13-r0
http://search.cpan.org/dist/YAML/;armv7;2019-05-13 08:47:28;edge;YAML Ain't Markup Language (tm);GPL PerlArtistic;Francesco Colista;perl-yaml;/package/edge/main/armv7/perl-yaml;main;1.29-r0
http://search.cpan.org/dist/YAML/;armv7;2019-05-13 08:47:28;edge;YAML Ain't Markup Language (tm) (documentation);GPL PerlArtistic;Francesco Colista;perl-yaml-doc;/package/edge/main/armv7/perl-yaml-doc;main;1.29-r0
https://github.com/mate-desktop/mate-calc;armv7;2019-05-13 07:49:35;edge;Calculator for MATE;GPL-2.0-or-later;Francesco Colista;mate-calc;/package/edge/community/armv7/mate-calc;community;1.22.1-r0
