alpine_url;arch;bdate;branch;description;license;maintainer;name;pkg_url;repo;version
https://gitlab.com/cryptsetup/cryptsetup;armv7;2018-11-11 13:39:23;edge;Cryptsetup shared library;GPL-2.0-or-later;Natanael Copa;cryptsetup1-libs;/package/edge/main/armv7/cryptsetup1-libs;main;1.7.5-r4
https://gitlab.com/cryptsetup/cryptsetup;armv7;2018-11-11 13:39:23;edge;Userspace setup tool for transparent encryption of block devices using the Linux 2.6 cryptoapi (development files);GPL-2.0-or-later;Natanael Copa;cryptsetup1-dev;/package/edge/main/armv7/cryptsetup1-dev;main;1.7.5-r4
https://gitlab.com/cryptsetup/cryptsetup;armv7;2018-11-11 13:39:23;edge;Userspace setup tool for transparent encryption of block devices using the Linux 2.6 cryptoapi (documentation);GPL-2.0-or-later;Natanael Copa;cryptsetup1-doc;/package/edge/main/armv7/cryptsetup1-doc;main;1.7.5-r4
https://gitlab.com/cryptsetup/cryptsetup;armv7;2018-11-11 13:39:23;edge;Userspace setup tool for transparent encryption of block devices using the Linux 2.6 cryptoapi;GPL-2.0-or-later;Natanael Copa;cryptsetup1;/package/edge/main/armv7/cryptsetup1;main;1.7.5-r4
http://www.libsdl.org/projects/SDL_mixer/;armv7;2018-11-09 20:52:13;edge;A simple multi-channel audio mixer;GPL;Natanael Copa;sdl_mixer;/package/edge/main/armv7/sdl_mixer;main;1.2.12-r1
http://www.libsdl.org/projects/SDL_mixer/;armv7;2018-11-09 20:52:12;edge;A simple multi-channel audio mixer (development files);GPL;Natanael Copa;sdl_mixer-dev;/package/edge/main/armv7/sdl_mixer-dev;main;1.2.12-r1
https://www.opus-codec.org/;armv7;2018-11-09 20:48:58;edge;A high-level API for decoding and seeking within .opus files (development files);BSD-3-Clause;Natanael Copa;opusfile-dev;/package/edge/main/armv7/opusfile-dev;main;0.11-r1
https://www.opus-codec.org/;armv7;2018-11-09 20:48:58;edge;A high-level API for decoding and seeking within .opus files;BSD-3-Clause;Natanael Copa;opusfile;/package/edge/main/armv7/opusfile;main;0.11-r1
https://www.opus-codec.org/;armv7;2018-11-09 20:48:58;edge;A high-level API for decoding and seeking within .opus files (documentation);BSD-3-Clause;Natanael Copa;opusfile-doc;/package/edge/main/armv7/opusfile-doc;main;0.11-r1
http://horms.net/projects/perdition/;armv7;2018-11-09 20:48:11;edge;A Mail retrieval proxy;LGPL;Leonardo Arena;perdition;/package/edge/main/armv7/perdition;main;2.2-r0
http://horms.net/projects/perdition/;armv7;2018-11-09 20:48:10;edge;A Mail retrieval proxy (documentation);LGPL;Leonardo Arena;perdition-doc;/package/edge/main/armv7/perdition-doc;main;2.2-r0
https://github.com/ncopa/gapk;armv7;2018-11-09 20:44:57;edge;simple GTK frontend for apk-tools;GPL-2.0;Natanael Copa;gapk;/package/edge/main/armv7/gapk;main;0.1-r1
https://xorg.freedesktop.org/;armv7;2018-11-09 20:44:47;edge;Rendition video driver;MIT;Natanael Copa;xf86-video-rendition;/package/edge/main/armv7/xf86-video-rendition;main;4.2.7-r0
https://xorg.freedesktop.org/;armv7;2018-11-09 20:44:46;edge;Rendition video driver (documentation);MIT;Natanael Copa;xf86-video-rendition-doc;/package/edge/main/armv7/xf86-video-rendition-doc;main;4.2.7-r0
https://github.com/SIPp/sipp;armv7;2018-11-09 20:43:52;edge;A test tool / traffic generator for the SIP protocol;GPL-2.0-or-later;Fabian Affolter;sipp;/package/edge/main/armv7/sipp;main;3.5.2-r0
https://nagios-plugins.org;armv7;2018-11-09 18:37:02;edge;Plugins for Nagios to check services on hosts;GPL-2.0;Jeff Bilyk;nagios-plugins;/package/edge/main/armv7/nagios-plugins;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:37:00;edge;Metapackage that installs *all* Nagios plugins from the nagios-plugins package;GPL-2.0;Jeff Bilyk;nagios-plugins-all;/package/edge/main/armv7/nagios-plugins-all;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:58;edge;Nagios plugins check_tcp, check_clamd, check_ftp, check_imap, check_jabber, check_nntp, check_nntps, check_pop, check_simap, check_spop, check_ssmtp, check_udp;GPL-2.0;Jeff Bilyk;nagios-plugins-tcp;/package/edge/main/armv7/nagios-plugins-tcp;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:57;edge;Nagios plugin check_openrc;GPL-2.0;Jeff Bilyk;nagios-plugins-openrc;/package/edge/main/armv7/nagios-plugins-openrc;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:55;edge;Nagios plugin check_wave;GPL-2.0;Jeff Bilyk;nagios-plugins-wave;/package/edge/main/armv7/nagios-plugins-wave;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:53;edge;Nagios plugin check_users;GPL-2.0;Jeff Bilyk;nagios-plugins-users;/package/edge/main/armv7/nagios-plugins-users;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:52;edge;Nagios plugin check_uptime;GPL-2.0;Jeff Bilyk;nagios-plugins-uptime;/package/edge/main/armv7/nagios-plugins-uptime;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:50;edge;Nagios plugin check_ups;GPL-2.0;Jeff Bilyk;nagios-plugins-ups;/package/edge/main/armv7/nagios-plugins-ups;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:49;edge;Nagios plugin check_time;GPL-2.0;Jeff Bilyk;nagios-plugins-time;/package/edge/main/armv7/nagios-plugins-time;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:47;edge;Nagios plugin check_swap;GPL-2.0;Jeff Bilyk;nagios-plugins-swap;/package/edge/main/armv7/nagios-plugins-swap;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:45;edge;Nagios plugin check_ssh;GPL-2.0;Jeff Bilyk;nagios-plugins-ssh;/package/edge/main/armv7/nagios-plugins-ssh;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:44;edge;Nagios plugin check_snmp;GPL-2.0;Jeff Bilyk;nagios-plugins-snmp;/package/edge/main/armv7/nagios-plugins-snmp;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:42;edge;Nagios plugin check_smtp;GPL-2.0;Jeff Bilyk;nagios-plugins-smtp;/package/edge/main/armv7/nagios-plugins-smtp;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:40;edge;Nagios plugin check_sensors;GPL-2.0;Jeff Bilyk;nagios-plugins-sensors;/package/edge/main/armv7/nagios-plugins-sensors;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:38;edge;Nagios plugin check_rpc;GPL-2.0;Jeff Bilyk;nagios-plugins-rpc;/package/edge/main/armv7/nagios-plugins-rpc;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:37;edge;Nagios plugin check_real;GPL-2.0;Jeff Bilyk;nagios-plugins-real;/package/edge/main/armv7/nagios-plugins-real;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:35;edge;Nagios plugin check_radius;GPL-2.0;Jeff Bilyk;nagios-plugins-radius;/package/edge/main/armv7/nagios-plugins-radius;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:33;edge;Nagios plugin check_procs;GPL-2.0;Jeff Bilyk;nagios-plugins-procs;/package/edge/main/armv7/nagios-plugins-procs;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:31;edge;Nagios plugin check_ping;GPL-2.0;Jeff Bilyk;nagios-plugins-ping;/package/edge/main/armv7/nagios-plugins-ping;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:30;edge;Nagios plugin check_pgsql;GPL-2.0;Jeff Bilyk;nagios-plugins-pgsql;/package/edge/main/armv7/nagios-plugins-pgsql;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:28;edge;Nagios plugin check_overcr;GPL-2.0;Jeff Bilyk;nagios-plugins-overcr;/package/edge/main/armv7/nagios-plugins-overcr;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:26;edge;Nagios plugin check_nwstat;GPL-2.0;Jeff Bilyk;nagios-plugins-nwstat;/package/edge/main/armv7/nagios-plugins-nwstat;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:25;edge;Nagios plugin check_nt;GPL-2.0;Jeff Bilyk;nagios-plugins-nt;/package/edge/main/armv7/nagios-plugins-nt;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:23;edge;Nagios plugin check_ntp;GPL-2.0;Jeff Bilyk;nagios-plugins-ntp;/package/edge/main/armv7/nagios-plugins-ntp;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:21;edge;Nagios plugin check_nagios;GPL-2.0;Jeff Bilyk;nagios-plugins-nagios;/package/edge/main/armv7/nagios-plugins-nagios;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:19;edge;Nagios plugin check_mysql;GPL-2.0;Jeff Bilyk;nagios-plugins-mysql;/package/edge/main/armv7/nagios-plugins-mysql;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:17;edge;Nagios plugin check_mrtg;GPL-2.0;Jeff Bilyk;nagios-plugins-mrtg;/package/edge/main/armv7/nagios-plugins-mrtg;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:15;edge;Nagios plugin check_mrtgtraf;GPL-2.0;Jeff Bilyk;nagios-plugins-mrtgtraf;/package/edge/main/armv7/nagios-plugins-mrtgtraf;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:13;edge;Nagios plugin check_mailq;GPL-2.0;Jeff Bilyk;nagios-plugins-mailq;/package/edge/main/armv7/nagios-plugins-mailq;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:12;edge;Nagios plugin check_log;GPL-2.0;Jeff Bilyk;nagios-plugins-log;/package/edge/main/armv7/nagios-plugins-log;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:09;edge;Nagios plugin check_load;GPL-2.0;Jeff Bilyk;nagios-plugins-load;/package/edge/main/armv7/nagios-plugins-load;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:08;edge;Nagios plugin check_ldap;GPL-2.0;Jeff Bilyk;nagios-plugins-ldap;/package/edge/main/armv7/nagios-plugins-ldap;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:06;edge;Nagios plugin check_ircd;GPL-2.0;Jeff Bilyk;nagios-plugins-ircd;/package/edge/main/armv7/nagios-plugins-ircd;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:04;edge;Nagios plugin check_ifstatus;GPL-2.0;Jeff Bilyk;nagios-plugins-ifstatus;/package/edge/main/armv7/nagios-plugins-ifstatus;main;2.2.1-r6
https://nagios-plugins.org;armv7;2018-11-09 18:36:03;edge;Nagios plugin check_ifoperstatus;GPL-2.0;Jeff Bilyk;nagios-plugins-ifoperstatus;/package/edge/main/armv7/nagios-plugins-ifoperstatus;main;2.2.1-r6
https://pypi.org/project/serpent/;armv7;2019-04-17 18:53:30;edge;Serialization based on ast.literal_eval for Python;MIT;Drew DeVault;py-serpent;/package/edge/testing/armv7/py-serpent;testing;1.28-r1
https://pypi.org/project/serpent/;armv7;2019-04-17 18:53:29;edge;Serialization based on ast.literal_eval for Python (for python2);MIT;Drew DeVault;py2-serpent;/package/edge/testing/armv7/py2-serpent;testing;1.28-r1
https://pypi.org/project/serpent/;armv7;2019-04-17 18:53:29;edge;Serialization based on ast.literal_eval for Python (for python3);MIT;Drew DeVault;py3-serpent;/package/edge/testing/armv7/py3-serpent;testing;1.28-r1
https://github.com/dnmellen/pycolorterm;armv7;2019-04-17 18:52:47;edge;A Python module to work with color and style formatting;BSD-3-Clause;Fabian Affolter;py3-pycolorterm;/package/edge/testing/armv7/py3-pycolorterm;testing;0.2.1-r1
https://pypi.python.org/pypi/pyzor/;armv7;2019-04-17 18:51:20;edge;Python implementation of a spam-blocking networked system that use spam signatures to identify them.;GPL-2.0;Francesco Colista;py-pyzor;/package/edge/testing/armv7/py-pyzor;testing;1.0.0-r2
https://pypi.python.org/pypi/pyzor/;armv7;2019-04-17 18:51:20;edge;Python implementation of a spam-blocking networked system that use spam signatures to identify them. - python2;GPL-2.0;Francesco Colista;py2-pyzor;/package/edge/testing/armv7/py2-pyzor;testing;1.0.0-r2
https://pypi.python.org/pypi/pyzor/;armv7;2019-04-17 18:51:19;edge;Python implementation of a spam-blocking networked system that use spam signatures to identify them. - python3;GPL-2.0;Francesco Colista;py3-pyzor;/package/edge/testing/armv7/py3-pyzor;testing;1.0.0-r2
https://github.com/influxdata/influxdb-python;armv7;2019-04-17 18:51:10;edge;Python bindings for InfluxDB - python3;MIT;Fabian Affolter;py3-influxdb;/package/edge/testing/armv7/py3-influxdb;testing;5.2.0-r1
https://github.com/influxdata/influxdb-python;armv7;2019-04-17 18:51:10;edge;Python bindings for InfluxDB;MIT;Fabian Affolter;py-influxdb;/package/edge/testing/armv7/py-influxdb;testing;5.2.0-r1
https://github.com/influxdata/influxdb-python;armv7;2019-04-17 18:51:09;edge;Python bindings for InfluxDB - python2;MIT;Fabian Affolter;py2-influxdb;/package/edge/testing/armv7/py2-influxdb;testing;5.2.0-r1
http://click.pocoo.org/;armv7;2019-04-17 18:49:19;edge;A simple wrapper around optparse for powerful command line utilities (for python3);BSD;None;py3-click5;/package/edge/testing/armv7/py3-click5;testing;5.1-r2
http://click.pocoo.org/;armv7;2019-04-17 18:49:19;edge;A simple wrapper around optparse for powerful command line utilities;BSD;None;py-click5;/package/edge/testing/armv7/py-click5;testing;5.1-r2
http://click.pocoo.org/;armv7;2019-04-17 18:49:18;edge;A simple wrapper around optparse for powerful command line utilities (for python2);BSD;None;py2-click5;/package/edge/testing/armv7/py2-click5;testing;5.1-r2
https://github.com/unitedstates/python-us;armv7;2019-04-17 18:48:31;edge;US state meta information and other fun stuff;BSD-3-Clause;Fabian Affolter;py3-us;/package/edge/testing/armv7/py3-us;testing;1.0.0-r1
https://pypi.python.org/pypi/nosexcover/;armv7;2019-04-17 18:47:52;edge;Extends nose.plugins.cover to add Cobertura-style XML reports (for python2);MIT;Stuart Cardall;py2-nosexcover;/package/edge/testing/armv7/py2-nosexcover;testing;1.0.11-r1
https://pypi.python.org/pypi/nosexcover/;armv7;2019-04-17 18:47:52;edge;Extends nose.plugins.cover to add Cobertura-style XML reports;MIT;Stuart Cardall;py-nosexcover;/package/edge/testing/armv7/py-nosexcover;testing;1.0.11-r1
https://pypi.python.org/pypi/nosexcover/;armv7;2019-04-17 18:47:52;edge;Extends nose.plugins.cover to add Cobertura-style XML reports (for python3);MIT;Stuart Cardall;py3-nosexcover;/package/edge/testing/armv7/py3-nosexcover;testing;1.0.11-r1
https://github.com/datastax/python-driver;armv7;2019-04-17 18:47:01;edge;Python driver for Apache Cassandra;Apache-2.0;Austin Page;py3-cassandra-driver;/package/edge/testing/armv7/py3-cassandra-driver;testing;3.17.0-r0
https://www.libelektra.org;armv7;2019-04-17 18:36:12;edge;A universal and secure framework to access configuration parameters;BSD-3-Clause;Jakub Jirutka;elektra;/package/edge/testing/armv7/elektra;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:12;edge;Elektra plugin - Validates key values using regular expressions;BSD-3-Clause;Jakub Jirutka;elektra-validation;/package/edge/testing/armv7/elektra-validation;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:12;edge;Elektra plugin - type checker using COBRA data types;BSD-3-Clause;Jakub Jirutka;elektra-type;/package/edge/testing/armv7/elektra-type;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:12;edge;Elektra plugin - Includes uname information into the key database.;BSD-3-Clause;Jakub Jirutka;elektra-uname;/package/edge/testing/armv7/elektra-uname;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:12;edge;Elektra plugin - Storage using libelektratools xml format.;BSD-3-Clause;Jakub Jirutka;elektra-xmltool;/package/edge/testing/armv7/elektra-xmltool;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:12;edge;Elektra plugin - JSON using YAJL;BSD-3-Clause;Jakub Jirutka;elektra-yajl;/package/edge/testing/armv7/elektra-yajl;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:11;edge;Elektra plugin - Serialize tcl lists;BSD-3-Clause;Jakub Jirutka;elektra-tcl;/package/edge/testing/armv7/elektra-tcl;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:11;edge;Elektra plugin - Logs set and error calls to syslog.;BSD-3-Clause;Jakub Jirutka;elektra-syslog;/package/edge/testing/armv7/elektra-syslog;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:11;edge;Elektra plugin - Makes sure that config file is written to disc;BSD-3-Clause;Jakub Jirutka;elektra-sync;/package/edge/testing/armv7/elektra-sync;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:11;edge;Elektra plugin - Traces the execution path of a backend;BSD-3-Clause;Jakub Jirutka;elektra-tracer;/package/edge/testing/armv7/elektra-tracer;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:11;edge;Elektra plugin - Copies metadata to keys using struct;BSD-3-Clause;Jakub Jirutka;elektra-struct;/package/edge/testing/armv7/elektra-struct;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:11;edge;Elektra plugin - Prints timestamps during execution of backend;BSD-3-Clause;Jakub Jirutka;elektra-timeofday;/package/edge/testing/armv7/elektra-timeofday;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_hpu_b;/package/edge/testing/armv7/elektra-resolver_fm_hpu_b;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_uhb_xb;/package/edge/testing/armv7/elektra-resolver_fm_uhb_xb;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - copies metadata from spec namespace to other namespaces;BSD-3-Clause;Jakub Jirutka;elektra-spec;/package/edge/testing/armv7/elektra-spec;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_xhp_x;/package/edge/testing/armv7/elektra-resolver_fm_xhp_x;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_xb_x;/package/edge/testing/armv7/elektra-resolver_fm_xb_x;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_xp_x;/package/edge/testing/armv7/elektra-resolver_fm_xp_x;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:10;edge;Elektra plugin - executes shell commands;BSD-3-Clause;Jakub Jirutka;elektra-shell;/package/edge/testing/armv7/elektra-shell;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:09;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_ub_x;/package/edge/testing/armv7/elektra-resolver_fm_ub_x;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:09;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_hp_b;/package/edge/testing/armv7/elektra-resolver_fm_hp_b;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:09;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_pb_b;/package/edge/testing/armv7/elektra-resolver_fm_pb_b;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:09;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_hb_b;/package/edge/testing/armv7/elektra-resolver_fm_hb_b;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:09;edge;Elektra plugin - validates configuration against set of required & accepted keys;BSD-3-Clause;Jakub Jirutka;elektra-required;/package/edge/testing/armv7/elektra-required;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:09;edge;Elektra plugin - system independent resolver;BSD-3-Clause;Jakub Jirutka;elektra-resolver_fm_b_b;/package/edge/testing/armv7/elektra-resolver_fm_b_b;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - tests if a value is within a given range;BSD-3-Clause;Jakub Jirutka;elektra-range;/package/edge/testing/armv7/elektra-range;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - Transforms null and empty values to text and back;BSD-3-Clause;Jakub Jirutka;elektra-null;/package/edge/testing/armv7/elektra-null;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - Checks if keys enriched with appropriate metadata contain valid paths as values;BSD-3-Clause;Jakub Jirutka;elektra-path;/package/edge/testing/armv7/elektra-path;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - regular expressions as storage plugin;BSD-3-Clause;Jakub Jirutka;elektra-regexstore;/package/edge/testing/armv7/elektra-regexstore;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - renaming of keys;BSD-3-Clause;Jakub Jirutka;elektra-rename;/package/edge/testing/armv7/elektra-rename;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - helps switching between configuration profiles;BSD-3-Clause;Jakub Jirutka;elektra-profile;/package/edge/testing/armv7/elektra-profile;testing;0.8.21-r6
https://www.libelektra.org;armv7;2019-04-17 18:36:08;edge;Elektra plugin - proxy that calls other plugins (scripts) written in python;BSD-3-Clause;Jakub Jirutka;elektra-python;/package/edge/testing/armv7/elektra-python;testing;0.8.21-r6
https://docs.pytest.org/en/latest/;armv7;2019-06-12 14:41:25;edge;A python test library (for python2);MIT;Fabian Affolter;py2-pytest;/package/edge/main/armv7/py2-pytest;main;4.5.0-r2
https://docs.pytest.org/en/latest/;armv7;2019-06-12 14:41:22;edge;A python test library (for python3);MIT;Fabian Affolter;py3-pytest;/package/edge/main/armv7/py3-pytest;main;4.5.0-r2
https://icecast.org/;armv7;2019-06-12 13:53:34;edge;Library for accessing a shoutcast/icecast server;GPL-2.0-only;Francesco Colista;libshout;/package/edge/main/armv7/libshout;main;2.4.3-r1
https://icecast.org/;armv7;2019-06-12 13:53:33;edge;Library for accessing a shoutcast/icecast server (development files);GPL-2.0-only;Francesco Colista;libshout-dev;/package/edge/main/armv7/libshout-dev;main;2.4.3-r1
https://icecast.org/;armv7;2019-06-12 13:53:33;edge;Library for accessing a shoutcast/icecast server (documentation);GPL-2.0-only;Francesco Colista;libshout-doc;/package/edge/main/armv7/libshout-doc;main;2.4.3-r1
https://icecast.org/;armv7;2019-06-12 13:53:33;edge;Library for accessing a shoutcast/icecast server (static library);GPL-2.0-only;Francesco Colista;libshout-static;/package/edge/main/armv7/libshout-static;main;2.4.3-r1
http://www.hpl.hp.com/personal/Jean_Tourrilhes/Linux/Tools.html;armv7;2019-06-12 13:53:18;edge;Open Source wireless tools (documentation);GPL-2.0-only;Francesco Colista;wireless-tools-doc;/package/edge/main/armv7/wireless-tools-doc;main;30_pre9-r1
http://www.hpl.hp.com/personal/Jean_Tourrilhes/Linux/Tools.html;armv7;2019-06-12 13:53:18;edge;Open Source wireless tools (development files);GPL-2.0-only;Francesco Colista;wireless-tools-dev;/package/edge/main/armv7/wireless-tools-dev;main;30_pre9-r1
http://www.hpl.hp.com/personal/Jean_Tourrilhes/Linux/Tools.html;armv7;2019-06-12 13:53:18;edge;Open Source wireless tools;GPL-2.0-only;Francesco Colista;wireless-tools;/package/edge/main/armv7/wireless-tools;main;30_pre9-r1
https://wiki.freedesktop.org/xorg/;armv7;2019-06-12 13:20:45;edge;manage utmp/wtmp entries for non-init clients;ICU;Natanael Copa;sessreg;/package/edge/main/armv7/sessreg;main;1.1.2-r0
https://wiki.freedesktop.org/xorg/;armv7;2019-06-12 13:20:45;edge;manage utmp/wtmp entries for non-init clients (documentation);ICU;Natanael Copa;sessreg-doc;/package/edge/main/armv7/sessreg-doc;main;1.1.2-r0
https://wiki.lxde.org/en/LXDM;armv7;2019-06-12 13:20:34;edge;Languages for package lxdm;GPL-3.0-or-later;Natanael Copa;lxdm-lang;/package/edge/main/armv7/lxdm-lang;main;0.5.3-r2
https://wiki.lxde.org/en/LXDM;armv7;2019-06-12 13:20:34;edge;LXDE desktop login manager;GPL-3.0-or-later;Natanael Copa;lxdm;/package/edge/main/armv7/lxdm;main;0.5.3-r2
https://wiki.lxde.org/en/LXDM;armv7;2019-06-12 13:20:34;edge;LXDE desktop login manager (OpenRC init scripts);GPL-3.0-or-later;Natanael Copa;lxdm-openrc;/package/edge/main/armv7/lxdm-openrc;main;0.5.3-r2
http://ltrace.alioth.debian.org/;armv7;2019-06-12 13:18:07;edge;Tracks runtime library calls in dynamically linked programs (documentation);GPL-2.0-or-later;Natanael Copa;ltrace-doc;/package/edge/main/armv7/ltrace-doc;main;0.7.3-r3
http://ltrace.alioth.debian.org/;armv7;2019-06-12 13:18:07;edge;Tracks runtime library calls in dynamically linked programs;GPL-2.0-or-later;Natanael Copa;ltrace;/package/edge/main/armv7/ltrace;main;0.7.3-r3
https://lxde.org/;armv7;2019-06-12 13:17:02;edge;Languages for package lxpolkit;GPL-2.0-or-later;Natanael Copa;lxpolkit-lang;/package/edge/main/armv7/lxpolkit-lang;main;0.1.0-r2
https://lxde.org/;armv7;2019-06-12 13:17:02;edge;Simple PolicyKit authentication agent;GPL-2.0-or-later;Natanael Copa;lxpolkit;/package/edge/main/armv7/lxpolkit;main;0.1.0-r2
http://pyyaml.org;armv7;2019-06-12 13:13:46;edge;Python bindings for YAML;MIT;Fabian Affolter;py-yaml;/package/edge/main/armv7/py-yaml;main;5.1.1-r0
http://pyyaml.org;armv7;2019-06-12 13:13:46;edge;Python bindings for YAML (for python3);MIT;Fabian Affolter;py3-yaml;/package/edge/main/armv7/py3-yaml;main;5.1.1-r0
http://pyyaml.org;armv7;2019-06-12 13:13:45;edge;Python bindings for YAML (for python2);MIT;Fabian Affolter;py2-yaml;/package/edge/main/armv7/py2-yaml;main;5.1.1-r0
https://github.com/lm-sensors/lm-sensors;armv7;2019-06-12 13:12:04;edge;Detection/migration scripts for lm_sensors;LGPL-2.1-or-later AND GPL-2.0-or-later;Natanael Copa;lm_sensors-detect;/package/edge/main/armv7/lm_sensors-detect;main;3.4.0-r7
https://github.com/lm-sensors/lm-sensors;armv7;2019-06-12 13:12:04;edge;sensord daemon;LGPL-2.1-or-later AND GPL-2.0-or-later;Natanael Copa;lm_sensors-sensord;/package/edge/main/armv7/lm_sensors-sensord;main;3.4.0-r7
https://github.com/lm-sensors/lm-sensors;armv7;2019-06-12 13:12:04;edge;sensord daemon (OpenRC init scripts);LGPL-2.1-or-later AND GPL-2.0-or-later;Natanael Copa;lm_sensors-sensord-openrc;/package/edge/main/armv7/lm_sensors-sensord-openrc;main;3.4.0-r7
